;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;sex;taster_credit;title;variety;winery
8463;US;Lean and tough, but not without a certain charm, this Cab's blackberry and currant flavors are wrapped in hard, edgy tannins. The sweet core of fruit will wake up when paired with rich beef dishes.;;86;28.0;California;Santa Ynez Valley;Central Coast;;;;;Brander 2011 Cabernet Sauvignon (Santa Ynez Valley);Cabernet Sauvignon;Brander
8464;US;Made from a warmer inland area, and blended with some Syrah and Grenache, this is a soft, fruity wine that offers immediate pleasure. It floods the mouth with blackberry, cherry, chocolate, leather and coffee flavors that finish in a sprinkling of cinnamon, white pepper and nutmeg.;L'Intruse;87;39.0;California;Santa Barbara County;Central Coast;;;;;Vie Winery 2005 L'Intruse Mourvèdre (Santa Barbara County);Mourvèdre;Vie Winery
8465;France;Stéphane Defraine's wine with its attractive fruitiness is well balanced, bright and crisp. It has a refreshing character, juicy with red-currant fruit and delicious acidity, making it a great summer apéritif wine.;;88;12.0;Bordeaux;Bordeaux Rosé;;Roger Voss;@vossroger;male;;Château de Fontenille 2016 Rosé (Bordeaux Rosé);Rosé;Château de Fontenille
8466;US;With its high abv, this monster Cabernet Franc is quite an anomaly in the Finger Lakes. It's intensely aromatic with notes of black cherry and berries accented with bramble and forest floor. The palate packs a punch with big, concentrated black plum flavors layered in spicy oak and tannins. It's brawny and bold and sure to get attention on the dinner table.;Reserve;87;30.0;New York;Finger Lakes;Finger Lakes;Anna Lee C. Iijima;;Female;;Lakewood 2011 Reserve Cabernet Franc (Finger Lakes);Cabernet Franc;Lakewood
8467;US;Very fine Chardonnay, marked by brisk, racy acidity and a steely tang to the lemon, lime, white peach and honeysuckle flavors. Very complex and lively, an alluring wine that will take a few years in the bottle.;Jackson Hills;92;25.0;California;Santa Barbara County;Central Coast;;;;;Kendall-Jackson 2009 Jackson Hills Chardonnay (Santa Barbara County);Chardonnay;Kendall-Jackson
8468;US;Soft and fruity, this easy-drinking Syrah has pleasant, jammy flavors of raspberries, blackberries, cola, bacon and peppery spices. It's a nice, full-bodied red wine to drink now with party food.;Tribute Series;85;27.0;California;Paso Robles;Central Coast;;;;;Ben Hogan 2008 Tribute Series Syrah (Paso Robles);Syrah;Ben Hogan
8469;US;Dark coffee, dried herb and whole green-pepper aromas mix with notes of cherry, black plum and vanilla. The black-fruit flavors are rich but still show a sense of elegance.;Ascent;89;28.0;Washington;Horse Heaven Hills;Columbia Valley;Sean P. Sullivan;@wawinereport;;;Cloudlift Cellars 2013 Ascent Cabernet Franc (Horse Heaven Hills);Cabernet Franc;Cloudlift Cellars
8470;US;The awesome nose of this wine is redolent with barbecue sauce, or perhaps a hickory-laced plum sauce, and it's incredibly distinctive if a little bizarre. The palate is full and rich with a similar saucy character, but also shows more complex notes of lush blackberries, rose hips and licorice.;Tuscan Nights;93;42.0;California;Central Coast;Central Coast;Matt Kettmann;@mattkettmann;male;;Pianetta 2012 Tuscan Nights Red (Central Coast);Red Blend;Pianetta
8471;US;Subdued on the nose, this has a good concentration of fruit and a strong structure, buoyed by firm acidity. The finish is long and lingering.;;86;22.0;California;Shenandoah Valley (CA);Sierra Foothills;Virginie Boone;@vboone;female;;Bella Piazza 2009 Barbera (Shenandoah Valley (CA));Barbera;Bella Piazza
8472;Spain;This is the epitome of an innocuous white wine. Modest cantaloupe aromas lead to a rudimentary palate with mealy grapefruit and stone-fruit flavors. A chalky, stony finish is simple ad straightforward.;Capa Rota;83;11.0;Levante;Yecla;;Michael Schachner;@wineschach;male;;La Purísima 2011 Capa Rota Macabeo (Yecla);Macabeo;La Purísima
8473;France;A very subdued nose leads to a rather earthy, dry palate where all the fruit hides behind some slightly rounded lemon freshness. There is gradually more apple fruit with some air and an earthy finish with a long, fresh, lemony tang.;Kaefferkopf Grand Cru Vieilles Vignes;90;54.0;Alsace;Alsace;;Anne Krebiehl MW;@AnneInVino;Female;;Jean-Baptiste Adam 2014 Kaefferkopf Grand Cru Vieilles Vignes Riesling (Alsace);Riesling;Jean-Baptiste Adam
8474;Italy;This opens with earthy aromas of underbrush, truffle, leather, scorched earth and a whiff of baked plum. The dense, rather evolved palate shows dried black cherry, clove, star anise and the warmth of alcohol while bracing tannins grip the finish. Drink through 2019.;Rio Sordo Riserva;88;90.0;Piedmont;Barbaresco;;Kerin O’Keefe;@kerinokeefe;female;;Pier 2009 Rio Sordo Riserva  (Barbaresco);Nebbiolo;Pier
8475;France;It's plump and juicy, yet not devoid of structure, blending Asian pear and citrus aromas and flavors with nectarine skin and bitter almond. There's a softness to the finish that causes it to lose a little definition but helps it go down easy.;;87;34.0;Burgundy;Meursault;;;;;;Louis Latour 2000  Meursault;Chardonnay;Louis Latour
8476;Spain;Aromas of almond skins, pyrazines and spent white fruits struggle to draw you in. This vintage was wet and cool in Galicia, with frost issues, and this shows it. The palate is round but oily in feel, while flavors of saline water, pithy citrus and bitter melon finish peppery and soft, with low acidity.;;83;17.0;Northern Spain;Valdeorras;;Michael Schachner;@wineschach;male;;Don Bernardino 2013 Godello (Valdeorras);Godello;Don Bernardino
8477;Australia;An easy-to-drink, burger and pizza sort of Shiraz, with slightly uneven notes of ripe and raisined fruit and soft acids and tannins.;Strong Arms;85;10.0;South Australia;South Australia;;Joe Czerwinski;@JoeCz;Male;;R Wines 2008 Strong Arms Shiraz (South Australia);Shiraz;R Wines
8478;Italy;The Colli Euganei is an up-and-coming wine region located in a volcanic chain of hills outside the city of Padua. This expression of Moscato is sweet and enduring, with aromas of yellow rose and jasmine.;Donna Daria;88;50.0;Veneto;Colli Euganei;;;;;;La Montecchia 2009 Donna Daria Moscato Giallo (Colli Euganei);Moscato Giallo;La Montecchia
8479;Italy;Il Cocco delivers a beautiful Brunello with an inky dark appearance and savory notes of cured meat, leather and dark fruit. There's a touch of bitter almond on the close that gives the wine brightness and crispness.;;91;80.0;Tuscany;Brunello di Montalcino;;;;;;Il Cocco 2007  Brunello di Montalcino;Sangiovese Grosso;Il Cocco
8480;France;Both rich and dense, this wine shows the ripeness of the Merlot in 2010. It has firm fruit, touches of dark chocolate and licorice. With its concentration, this small vineyard is now in good form, producing ageworthy wines.;;94;169.0;Bordeaux;Pomerol;;Roger Voss;@vossroger;male;;Château Providence 2010  Pomerol;Bordeaux-style Red Blend;Château Providence
8481;South Africa;Muted, soft scents of green apple, orange peel and underripe banana dance on the nose, while the zippy, prickly palate offers pithy flavors of citrus zest, ending slightly bitter. Drink now.;;86;20.0;Walker Bay;;;Lauren Buzzeo;@laurbuzz;male;2;Bouchard Finlayson 2014 Sauvignon Blanc (Walker Bay);Sauvignon Blanc;Bouchard Finlayson
8482;Italy;Made with 90% Sangiovese and 10% Cabernet Sauvignon, this red offers subdued aromas of black cherry, blue flower and baking spice. On the palate, notes of vanilla and roasted coffee bean accent black plum while firm tannins provide mouth-puckering support.;La Pietrasola;88;30.0;Tuscany;Maremma Toscana;;Kerin O’Keefe;@kerinokeefe;female;;Canneta 2012 La Pietrasola  (Maremma Toscana);Red Blend;Canneta
8483;Spain;This blend of Sauvignon Blanc and Verdejo opens with aromas of bath soap and apple juice. Plump and standard in feel, this tastes of stone fruits and salt. On the finish, which is steady but basic, this tastes bready and leesy.;Hoya de Cadenas 130 Anniversary;86;17.0;Levante;Valencia;;Michael Schachner;@wineschach;male;;Vicente Gandia 2015 Hoya de Cadenas 130 Anniversary White (Valencia);White Blend;Vicente Gandia
8484;France;Crisp and fruity, but also with some weight, this dense, textured wine has a very minerally character, with a straight line of tight acidity. This is complex and tense while also refreshing.;Montmains Premier Cru;91;55.0;Burgundy;Chablis;;Roger Voss;@vossroger;male;;Chanson Père et Fils 2010 Montmains Premier Cru  (Chablis);Chardonnay;Chanson Père et Fils
8485;Italy;Intense aromas suggest violet, rose, perfumed berry, leather and spice, with balsamic notes. The focused palate delivers sour cherry, crushed raspberry, leather, mineral and white pepper alongside polished tannins. It's balanced with nice depth. Drink 2016–2028.;;91;30.0;Piedmont;Gattinara;;Kerin O’Keefe;@kerinokeefe;female;;Nervi 2008  Gattinara;Nebbiolo;Nervi
8486;Portugal;With strong wood flavors this is a wine that shows some good aging. It has spice, toffee and a rich texture. The wine is full, rich, mature and balanced.;The Tawny;90;30.0;Port;;;Roger Voss;@vossroger;male;;W. & J. Graham's NV The Tawny  (Port);Port;W. & J. Graham's
8487;US;Full, complex bouquet of dark berries, tobacco and smoke, with a cool pine note adding interest. Similar flavors follow on the palate, and the texture is lean and refined, with very good fruit-to-acid balance. The long, supple finish offers sweet black fruit buttressed by toasty oak and supported by brisk tannins. Oaky, in a Bordeaux manner, and very elegant.;;91;45.0;California;Napa Valley;Napa;;;;;Peju 1997 Cabernet Sauvignon (Napa Valley);Cabernet Sauvignon;Peju
8488;US;It's ripe and jammy in oranges and mangoes, honey, buttered toast, vanilla and zesty lime acidity. Overall, it's easy to drink.;;84;20.0;California;Russian River Valley;Sonoma;;;;;Sea Mist 2012 Chardonnay (Russian River Valley);Chardonnay;Sea Mist
8489;US;This selection from a 40-year-old vineyard manages to convey both power and complexity in a transparent, nearly ephemeral style. Like gazing into a clear pool of deep water, you plunge through a surface patina of ripe, crushed raspberries into a textural, evanescent palate framed in dark chocolate. Drink now through 2030 and beyond.;Daphne Estate;93;80.0;Oregon;Dundee Hills;Willamette Valley;Paul Gregutt;@paulgwine ;male;;The Eyrie Vineyards 2013 Daphne Estate Pinot Noir (Dundee Hills);Pinot Noir;The Eyrie Vineyards
8490;US;Made from Cabernet Sauvignon, Merlot and Petit Verdot, this is a good, smooth wine that shows its Napa origins in the ripeness of fruit and classy tannins. Floods the mouth with blackberries and oak. There's a certain sharpness that cuts through the richness and lasts through the finish, which may limit ageability, so drink soon.;Trilogy;91;65.0;California;Napa Valley;Napa;;;;;Flora Springs 2007 Trilogy Red (Napa Valley);Bordeaux-style Red Blend;Flora Springs
8491;US;This is a straightforward Merlot with herbal aromatics, oaky tannins and a layering of quiet raspberry and spice. Well priced for the quality and food-friendly nature of this wine.;Sandstone Estate;87;15.0;California;Livermore Valley;Central Coast;Virginie Boone;@vboone;female;;Wente 2010 Sandstone Estate Merlot (Livermore Valley);Merlot;Wente
8492;US;"The Claret is half Cabernet Sauvignon, with the other four Bordeaux grapes filling in the other half, and is quite firm, sappy and muscular. It is tightly structured with cassis, black cherry and plenty of dark, tarry undertones. The herbal aspects show in some black olive and black tea flavors; the tannins are strong and supple, and the wine has a sinuous finish suggesting both strength and length. An exceptional value, this wine should age very nicely.";Claret;91;30.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Matthews Estate 2005 Claret Red (Columbia Valley (WA));Bordeaux-style Red Blend;Matthews Estate
8493;New Zealand;A pleasant change of pace from the usual Marlborough recipe of tropical fruit and herbal tang, this offering instead supplies copious amounts of citrusy aromas and flavors coupled to a hint of stony minerality. It's round in the mouth, just fading away a bit quickly on the finish.;;86;18.0;Marlborough;;;Joe Czerwinski;@JoeCz;Male;;Omaka Springs 2008 Sauvignon Blanc (Marlborough);Sauvignon Blanc;Omaka Springs
8494;Greece;Fresh, clean and elegant aromas of citrus and flowers start this classic Assyrtiko. On the palate, balanced flavors of lemon, sea salt and white fruits offer food-friendly, quaffable character. A fantastic house wine.;;89;14.0;Santorini;;;Susan Kostrzewa;@suskostrzewa;;3;Greek Wine Cellars 2011 Assyrtico (Santorini);Assyrtico;Greek Wine Cellars
8495;US;This wine feels a bit stripped, although the earthy tannins are still quite noticeable. Herbal flavors overtake the thin red fruits, with a wash of vanilla running through the finish.;;85;11.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Thorny Rose 2011 Cabernet Sauvignon (Columbia Valley (WA));Cabernet Sauvignon;Thorny Rose
8496;US;Thin and tight, this high-acid Syrah is stubbornly closed. It's difficult to predict when—or if—it will open up. Right now, it doesn't show much beyond acid and stem.;;84;30.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Ryan Patrick 2009 Syrah (Columbia Valley (WA));Syrah;Ryan Patrick
8497;US;This 100% varietal wine brings brooding aromas of black licorice, anise, dark plum and herb followed by rich, focused black plum flavors. It delivers a lot of charm and hedonistic appeal.;;91;30.0;Washington;Columbia Valley (WA);Columbia Valley;Sean P. Sullivan;@wawinereport;;;Walla Walla Vintners 2014 Malbec (Columbia Valley (WA));Malbec;Walla Walla Vintners
8498;Chile;Cherry and olive aromas are fair and sound, with a minty green touch. This offers a chunky, full palate and oaky, spicy flavors of black plum. The dark, toasty finish is solid, with kick and mild heat.;Crucero Collection;87;13.0;Colchagua Valley;;;Michael Schachner;@wineschach;male;;Siegel 2013 Crucero Collection Carmenère (Colchagua Valley);Carmenère;Siegel
